timestamp,x,y,z
5.46,0.034032,0.059989,0.987367
5.47,0.038359,-0.003794,0.961046
5.48,-0.053677,-0.042696,0.981076
5.49,-0.016195,0.048701,1.005284
5.5,0.05979,0.020563,0.964737
5.51,-0.015491,-0.050841,0.97202
5.52,-0.075984,-0.00938,1.006418
5.53,0.054687,0.049253,0.979803
5.54,0.024198,-0.024227,0.965962
5.55,-0.064559,-0.050206,0.984236
5.56,0.008964,0.040823,0.996159
5.57,0.055785,0.00468,0.963839
5.58,-0.049741,-0.034498,0.971158
5.59,-0.056869,0.028126,1.010955
5.6,0.071443,0.03595,0.970972
5.61,0.001013,-0.03943,0.965394
5.62,-0.071419,-0.012298,0.998884
5.63,0.054908,0.06274,0.987689
5.64,0.045301,-0.023392,0.967654
5.65,-0.051605,-0.051958,0.984525
5.66,-0.00949,0.053175,1.012608
5.67,0.063386,0.008642,0.961921
5.68,-0.022284,-0.052013,0.970112
5.69,-0.06474,0.010738,1.004057
5.7,0.066327,0.044059,0.976875
5.71,0.021817,-0.035959,0.958374
5.72,-0.059548,-0.026706,0.98996
5.73,0.027775,0.06261,0.999564
5.74,0.067379,-0.004805,0.957908
5.75,-0.047501,-0.042757,0.97824
5.76,-0.036968,0.042175,1.00803
5.77,0.066664,0.032622,0.974591
5.78,0.003169,-0.039074,0.967528
5.79,-0.077453,-0.023188,0.999265
5.8,0.062041,0.044992,0.984829
5.81,0.044921,-0.033367,0.961988
5.82,-0.054002,-0.047546,0.988916
5.83,-0.007582,0.059801,1.006651
5.84,0.061468,0.011128,0.964261
5.85,-0.028926,-0.036779,0.972122
5.86,-0.064256,0.019841,1.005898
5.87,0.056195,0.04053,0.976335
5.88,0.008705,-0.033306,0.963817
5.89,-0.079472,-0.02549,0.98438
5.9,0.03928,0.065329,0.993772
5.91,0.051759,-0.003784,0.959398
5.92,-0.052767,-0.058489,0.973021
5.93,-0.036148,0.036455,1.005851
5.94,0.073441,0.016653,0.965741
5.95,-0.009017,-0.037411,0.9641
5.96,-0.081909,-0.011361,1.003299
5.97,0.053697,0.054727,0.977565
5.98,0.033839,-0.034496,0.959127
5.99,-0.054066,-0.047875,0.980352
6.0,0.000989,0.063278,1.000581
6.01,0.047127,-0.005904,0.965874
6.02,-0.027454,-0.043808,0.970744
6.03,-0.060911,0.017394,1.005207
6.04,0.056654,0.041472,0.970614
6.05,0.00109,-0.026961,0.968587
6.06,-0.076229,-0.027363,0.996625
6.07,0.031014,0.055507,0.98743
6.08,0.039018,-0.018438,0.958605
6.09,-0.045456,-0.045898,0.979389
6.1,-0.020509,0.043574,0.998274
6.11,0.067167,0.021674,0.965657
6.12,-0.018553,-0.047907,0.965
6.13,-0.070857,-0.000301,0.999193
6.14,0.052784,0.049004,0.982124
6.15,0.031746,-0.03116,0.966592
6.16,-0.067252,-0.041498,0.987973
6.17,0.027826,0.069575,0.999629
6.18,0.061692,-0.002014,0.95702
6.19,-0.029505,-0.048495,0.970942
6.2,-0.050811,0.021705,1.00897
6.21,0.075305,0.034935,0.970971
6.22,0.001273,-0.034503,0.962672
6.23,-0.077401,-0.030567,0.994597
6.24,0.041484,0.059301,0.990599
6.25,0.046172,-0.016341,0.962006
6.26,-0.056623,-0.049803,0.984791
6.27,-0.015897,0.052107,1.00567
6.28,0.065727,0.010391,0.96361
6.29,-0.009931,-0.044778,0.968706
6.3,-0.082249,0.009869,1.001747
6.31,0.055767,0.040228,0.986621
6.32,0.028909,-0.026622,0.961074
6.33,-0.05543,-0.03689,0.987842
6.34,0.025028,0.057099,0.998309
6.35,0.054632,-0.011064,0.963329
