timestamp,x,y,z
5.85,-0.025129,-0.128137,0.954439
5.86,-0.219075,-0.00891,1.054159
5.87,0.169014,0.09933,0.965935
5.88,0.037886,-0.098585,0.943477
5.89,-0.164606,-0.112115,1.011716
5.9,0.105732,0.165858,1.011463
5.91,0.115207,-0.041267,0.946923
5.92,-0.064918,-0.115115,0.963921
5.93,-0.12882,0.112794,1.061708
5.94,0.140098,0.042389,0.928379
5.95,-0.022021,-0.099012,0.939464
5.96,-0.228407,-0.049164,1.045276
5.97,0.187811,0.138366,0.982801
5.98,0.077599,-0.042959,0.927274
5.99,-0.158621,-0.129975,0.990782
6.0,0.036058,0.181859,1.03702
6.01,0.124319,0.01579,0.940657
6.02,-0.042329,-0.094279,0.949973
6.03,-0.197234,0.0266,1.057624
6.04,0.16722,0.071056,0.958801
6.05,0.028989,-0.076154,0.93688
6.06,-0.187474,-0.092704,1.009307
6.07,0.145652,0.177558,1.00718
6.08,0.084953,-0.035482,0.939981
6.09,-0.090351,-0.119058,0.957579
6.1,-0.090634,0.14449,1.04523
6.11,0.15229,0.025764,0.940517
6.12,-0.044465,-0.106758,0.94167
6.13,-0.2169,-0.032632,1.04118
6.14,0.171828,0.113052,0.962258
6.15,0.048111,-0.063731,0.935672
6.16,-0.142688,-0.081098,0.991225
6.17,0.063153,0.165507,1.039433
6.18,0.118601,-0.001628,0.927703
6.19,-0.048609,-0.119423,0.962967
6.2,-0.175233,0.075118,1.053936
6.21,0.169944,0.063092,0.942619
6.22,0.013323,-0.088011,0.952088
6.23,-0.21498,-0.074183,1.023703
6.24,0.161839,0.16766,0.996783
6.25,0.090811,-0.028006,0.93522
6.26,-0.112743,-0.143949,0.978743
6.27,-0.02957,0.176674,1.060729
6.28,0.131239,0.024902,0.928933
6.29,-0.06605,-0.094571,0.946173
6.3,-0.198626,-0.026636,1.049007
6.31,0.212609,0.096771,0.960268
6.32,0.046741,-0.076014,0.940289
6.33,-0.188705,-0.113587,0.998336
6.34,0.084432,0.190734,1.033583
6.35,0.11699,-0.000394,0.940095
6.36,-0.076869,-0.132513,0.954118
6.37,-0.159457,0.103739,1.057272
6.38,0.1706,0.051389,0.946462
6.39,0.004398,-0.103321,0.939958
6.4,-0.233903,-0.092653,1.032865
6.41,0.176493,0.159504,0.991305
6.42,0.112865,-0.079347,0.931482
6.43,-0.117762,-0.10908,0.970513
6.44,-0.017124,0.152851,1.056255
6.45,0.136559,0.013104,0.931808
6.46,-0.038798,-0.109852,0.957739
6.47,-0.229764,0.025255,1.049441
6.48,0.182101,0.090455,0.961292
6.49,0.034554,-0.09299,0.955744
6.5,-0.157264,-0.114789,0.999193
6.51,0.110839,0.199534,1.007714
6.52,0.134397,-0.01513,0.941375
6.53,-0.096861,-0.117201,0.954788
6.54,-0.111711,0.111666,1.057781
6.55,0.161344,0.02225,0.935496
6.56,-0.023722,-0.099025,0.945755
6.57,-0.219094,-0.080069,1.030106
6.58,0.190725,0.149177,0.982644
